sale_id,sale_date,customer_id,product_id,product_name,quantity,unit_price,discount_percent,total_amount,sales_channel,payment_method,sales_region,asset_id,asset_name,asset_type,location,purchase_date,purchase_cost,useful_life_years,last_maintenance_date,condition_score,asset_status,customer_name,email,phone,city,state,country,customer_type,registration_date,credit_limit,customer_status,purchase_order_id,supplier_id,supplier_name,item_id,item_name,unit_cost,total_cost,order_date,expected_delivery,po_status,voucher_id,transaction_date,account_id,account_name,transaction_type,debit_amount,credit_amount,reference_id,cost_center,fiscal_year,posting_status
,,,,,0.0,0.0,0.0,0.0,,,,AST0455,CNC Machine 455,Forklift,Factory 1,2023-04-07,686734.05,13.0,2024-07-18,76.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0456,Server 456,CNC Machine,Warehouse B,2024-12-29,20097.21,13.0,2025-10-07,85.4,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0457,Server 457,Office Furniture,Branch Delhi,2024-09-25,268600.36,8.0,2024-12-24,59.9,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0458,Forklift 458,Laptop,Factory 1,2025-03-11,252463.44,15.0,2026-02-03,81.1,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0459,CNC Machine 459,Server,Factory 2,2023-01-29,805985.63,10.0,2024-05-03,70.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0460,Vehicle 460,Forklift,Branch Chennai,2024-04-09,639662.75,13.0,2025-09-21,61.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0461,Air Conditioner 461,Generator,Warehouse B,2025-04-25,360992.81,6.0,2026-11-15,97.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0462,Laptop 462,Vehicle,Branch Delhi,2023-04-06,879132.83,3.0,2023-12-14,88.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0463,Generator 463,Laptop,Branch Mumbai,2025-05-30,365054.27,10.0,2025-08-21,55.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0464,Network Equipment 464,Air Conditioner,Branch Mumbai,2024-02-17,620912.78,6.0,2024-09-04,98.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0465,CNC Machine 465,Laptop,Warehouse A,2023-08-12,448905.52,14.0,2024-08-31,78.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0466,Laptop 466,Network Equipment,Branch Delhi,2025-03-11,781316.54,4.0,2026-02-14,83.9,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0467,Generator 467,Forklift,Factory 1,2023-07-22,275437.6,3.0,2024-11-08,69.9,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0468,Printer 468,Office Furniture,Factory 1,2023-10-28,564515.59,13.0,2024-06-19,65.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0469,Laptop 469,Network Equipment,Branch Delhi,2024-09-06,175988.69,11.0,2025-10-03,95.2,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0470,Vehicle 470,Office Furniture,Branch Chennai,2024-12-03,670998.12,8.0,2025-12-21,99.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0471,Network Equipment 471,Server,Branch Mumbai,2023-08-05,705733.47,6.0,2024-08-17,77.9,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0472,Generator 472,Air Conditioner,Branch Delhi,2025-03-07,492968.27,6.0,2026-11-17,86.3,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0473,Network Equipment 473,Generator,Head Office,2024-02-10,858034.27,11.0,2024-04-27,56.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0474,Printer 474,CNC Machine,Branch Chennai,2024-02-26,471804.83,9.0,2025-07-01,94.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0475,Air Conditioner 475,CNC Machine,Factory 2,2024-06-13,97455.78,6.0,2025-12-27,88.7,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0476,Air Conditioner 476,Generator,Warehouse B,2023-02-09,417057.91,8.0,2023-09-29,80.3,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0477,Laptop 477,Server,Factory 2,2024-02-14,328931.72,7.0,2024-04-18,77.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0478,Printer 478,Printer,Warehouse B,2025-02-06,339185.6,5.0,2026-10-16,60.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0479,Generator 479,Air Conditioner,Warehouse B,2024-12-29,74695.58,11.0,2026-03-24,60.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0480,Laptop 480,Generator,Branch Mumbai,2024-01-31,77753.93,11.0,2025-12-13,62.3,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0481,Vehicle 481,Vehicle,Branch Chennai,2025-03-12,641256.76,7.0,2026-06-03,97.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0482,Air Conditioner 482,Office Furniture,Factory 1,2023-06-29,347999.62,15.0,2024-05-15,95.7,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0483,CNC Machine 483,Server,Factory 2,2024-05-26,728189.75,6.0,2025-05-18,93.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0484,Vehicle 484,Printer,Branch Chennai,2024-10-09,764363.64,8.0,2026-02-01,89.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0485,Generator 485,Laptop,Warehouse B,2023-01-10,92517.09,9.0,2023-07-29,61.7,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0486,Office Furniture 486,Air Conditioner,Branch Delhi,2023-08-14,817316.42,13.0,2024-02-18,85.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0487,Generator 487,Air Conditioner,Factory 1,2025-01-31,486220.58,13.0,2025-05-27,96.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0488,CNC Machine 488,Laptop,Factory 1,2025-05-07,240187.6,15.0,2027-03-17,80.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0489,Vehicle 489,Laptop,Warehouse B,2024-11-30,71973.54,9.0,2025-10-21,92.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0490,Printer 490,Office Furniture,Factory 2,2023-09-04,510155.9,6.0,2025-03-02,90.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0491,Air Conditioner 491,Forklift,Branch Delhi,2023-01-16,835877.77,8.0,2024-10-27,69.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0492,Forklift 492,Network Equipment,Branch Chennai,2023-11-09,237023.91,12.0,2025-02-07,73.8,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0493,Forklift 493,Server,Branch Delhi,2023-10-28,759886.8,14.0,2024-12-23,92.2,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0494,Vehicle 494,Forklift,Warehouse A,2024-05-01,870833.9,4.0,2025-08-28,97.5,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0495,CNC Machine 495,Generator,Factory 2,2024-10-25,282369.35,12.0,2025-10-11,85.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0496,Forklift 496,Generator,Branch Chennai,2024-08-22,610000.53,9.0,2025-05-26,79.2,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0497,Printer 497,Office Furniture,Branch Delhi,2024-03-08,649404.39,13.0,2024-06-23,57.3,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0498,CNC Machine 498,Office Furniture,Warehouse B,2023-01-14,121650.45,14.0,2024-12-11,67.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0499,Air Conditioner 499,Server,Factory 1,2024-04-04,46449.16,7.0,2026-01-03,68.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0500,Printer 500,Forklift,Factory 1,2023-04-03,288907.53,8.0,2023-11-02,89.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0501,Generator 501,CNC Machine,Head Office,2024-10-17,610307.61,15.0,2026-04-13,86.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0502,CNC Machine 502,Network Equipment,Warehouse B,2024-11-05,596994.83,3.0,2025-05-25,73.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0503,Printer 503,CNC Machine,Branch Delhi,2024-01-23,95312.11,4.0,2025-03-07,77.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0504,Server 504,Office Furniture,Branch Delhi,2025-01-16,864209.45,13.0,2026-09-02,89.8,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0505,Laptop 505,CNC Machine,Warehouse B,2023-03-16,113234.25,9.0,2023-09-14,58.3,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0506,Printer 506,Air Conditioner,Warehouse B,2023-09-21,871374.66,12.0,2025-04-19,65.6,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0507,Printer 507,Forklift,Factory 2,2024-01-07,787114.9,10.0,2024-10-10,97.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0508,Forklift 508,Generator,Branch Delhi,2024-12-28,899990.08,13.0,2026-07-05,97.7,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0509,Laptop 509,Laptop,Branch Delhi,2024-04-14,508682.56,4.0,2024-11-10,70.0,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0510,Server 510,Forklift,Warehouse B,2023-12-09,678358.26,14.0,2025-08-28,91.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0511,Forklift 511,Air Conditioner,Branch Delhi,2025-02-12,518858.61,12.0,2025-06-13,82.0,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0512,Laptop 512,Forklift,Branch Mumbai,2024-02-26,330921.34,14.0,2024-11-20,79.2,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0513,Network Equipment 513,Vehicle,Branch Delhi,2025-04-28,66227.81,7.0,2026-08-13,88.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0514,Laptop 514,Laptop,Factory 1,2023-04-22,617750.38,14.0,2024-10-16,55.4,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0515,Laptop 515,Generator,Branch Delhi,2024-04-02,472966.54,3.0,2025-11-23,82.8,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0516,Air Conditioner 516,Network Equipment,Factory 1,2024-12-31,156157.02,10.0,2025-04-05,80.1,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0517,Office Furniture 517,Printer,Head Office,2023-10-07,608424.01,14.0,2025-02-23,76.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0518,CNC Machine 518,Air Conditioner,Head Office,2024-07-07,557964.73,8.0,2024-11-04,92.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0519,Printer 519,Vehicle,Branch Mumbai,2024-11-20,291829.25,5.0,2026-04-01,75.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0520,Printer 520,Server,Head Office,2024-11-24,456909.16,10.0,2026-09-15,66.9,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0521,Vehicle 521,Laptop,Warehouse A,2024-08-14,182509.58,8.0,2025-02-25,88.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0522,Air Conditioner 522,Forklift,Branch Mumbai,2023-07-10,554196.17,6.0,2023-11-06,64.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0523,Printer 523,Vehicle,Head Office,2024-11-10,858197.01,8.0,2026-04-07,64.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0524,Laptop 524,CNC Machine,Factory 2,2024-09-18,700247.95,3.0,2025-12-12,65.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0525,Office Furniture 525,Vehicle,Head Office,2024-03-19,586093.54,7.0,2025-09-06,72.6,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0526,Server 526,Forklift,Branch Chennai,2024-01-12,640200.28,6.0,2025-07-18,88.4,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0527,Vehicle 527,Generator,Branch Mumbai,2023-03-05,653763.43,15.0,2024-06-24,81.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0528,Forklift 528,CNC Machine,Branch Mumbai,2023-07-18,215187.86,7.0,2024-01-26,61.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0529,Air Conditioner 529,Forklift,Factory 1,2024-12-14,424164.23,15.0,2025-09-24,76.9,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0530,Vehicle 530,Network Equipment,Factory 1,2023-07-10,100786.32,6.0,2024-04-29,86.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0531,Office Furniture 531,Network Equipment,Factory 2,2023-01-08,136891.68,6.0,2023-11-21,96.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0532,CNC Machine 532,Laptop,Factory 2,2023-07-29,185787.17,6.0,2024-04-15,85.0,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0533,Printer 533,Vehicle,Branch Mumbai,2024-06-30,574809.43,4.0,2025-01-06,70.8,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0534,Laptop 534,Printer,Branch Delhi,2024-07-14,205017.26,4.0,2026-05-11,78.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0535,Server 535,CNC Machine,Branch Mumbai,2025-02-09,518516.48,9.0,2026-10-15,55.7,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0536,Vehicle 536,Vehicle,Factory 2,2023-10-30,279182.04,14.0,2024-05-24,59.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0537,Office Furniture 537,Generator,Branch Delhi,2024-11-12,562444.41,5.0,2026-04-01,67.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0538,Forklift 538,CNC Machine,Factory 1,2023-07-31,586446.74,12.0,2024-12-10,78.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0539,Generator 539,Printer,Head Office,2024-09-23,478294.0,11.0,2025-06-28,83.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0540,Network Equipment 540,CNC Machine,Branch Delhi,2023-08-15,823197.72,13.0,2025-03-27,93.0,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0541,Vehicle 541,Laptop,Factory 1,2023-03-24,156832.96,12.0,2024-10-26,71.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0542,Vehicle 542,Server,Warehouse A,2023-12-20,123712.43,3.0,2025-03-29,74.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0543,Laptop 543,Air Conditioner,Branch Delhi,2024-10-15,208607.06,7.0,2026-05-04,73.4,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0544,Printer 544,Network Equipment,Branch Mumbai,2025-06-10,229485.68,11.0,2027-03-29,70.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0545,Laptop 545,Generator,Branch Chennai,2025-01-18,174826.66,5.0,2026-07-12,71.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0546,Vehicle 546,Vehicle,Branch Mumbai,2023-04-16,225391.97,13.0,2024-09-09,68.0,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0547,Network Equipment 547,Network Equipment,Factory 2,2023-08-22,557427.18,12.0,2024-08-11,55.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0548,Printer 548,Air Conditioner,Branch Chennai,2023-11-25,397576.99,13.0,2025-02-03,63.7,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0549,Office Furniture 549,CNC Machine,Factory 1,2023-03-01,37867.13,5.0,2023-08-01,55.7,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0550,CNC Machine 550,Generator,Branch Mumbai,2025-01-23,607618.06,6.0,2025-09-11,70.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0551,CNC Machine 551,Generator,Head Office,2024-11-03,161310.55,14.0,2025-07-30,67.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0552,Network Equipment 552,Generator,Warehouse B,2023-10-02,389215.23,9.0,2023-12-06,90.1,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0553,Network Equipment 553,Laptop,Factory 2,2023-02-04,498356.82,9.0,2024-05-14,86.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0554,CNC Machine 554,Generator,Head Office,2025-02-04,377881.8,7.0,2026-07-07,89.0,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0555,CNC Machine 555,Office Furniture,Branch Chennai,2024-11-11,556493.56,13.0,2025-10-23,59.0,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0556,Laptop 556,Network Equipment,Warehouse A,2025-03-25,543528.4,10.0,2025-08-31,95.4,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0557,Vehicle 557,Office Furniture,Warehouse B,2025-02-28,22886.28,8.0,2026-09-13,90.8,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0558,Air Conditioner 558,Network Equipment,Factory 2,2024-03-04,236898.02,10.0,2024-12-07,85.3,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0559,CNC Machine 559,Office Furniture,Warehouse A,2024-07-06,672338.26,15.0,2025-08-03,60.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
